Encontrar Chessboard,Ajustar Esquinas,Calcular Matriz,Proyectar Puntos
0.002372264862060547,0.000985860824584961,0.0003457069396972656,0.0005338191986083984
0.001554727554321289,0.0005965232849121094,0.00024127960205078125,0.00020933151245117188
0.0019266605377197266,0.0006721019744873047,0.0002818107604980469,0.000209808349609375
0.0018527507781982422,0.0006251335144042969,0.0002117156982421875,0.00022363662719726562
0.0020248889923095703,0.0006635189056396484,0.0002117156982421875,0.0002052783966064453
0.0017058849334716797,0.0006103515625,0.00021910667419433594,0.00028061866760253906
0.002138376235961914,0.0006144046783447266,0.0003452301025390625,0.00029730796813964844
0.0018258094787597656,0.0009992122650146484,0.00026679039001464844,0.00028443336486816406
0.0024261474609375,0.00057220458984375,0.0002300739288330078,0.0002357959747314453
0.0018947124481201172,0.000812530517578125,0.0002124309539794922,0.00019073486328125
0.0021970272064208984,0.0008068084716796875,0.0002391338348388672,0.00022935867309570312
0.0063097476959228516,0.0006055831909179688,0.0002105236053466797,0.00022554397583007812
0.0018868446350097656,0.0005905628204345703,0.00021910667419433594,0.0002658367156982422
0.0016520023345947266,0.0010042190551757812,0.00026679039001464844,0.0002753734588623047
0.001842498779296875,0.0007658004760742188,0.0002574920654296875,0.0002734661102294922
0.001771688461303711,0.0006515979766845703,0.00020623207092285156,0.0004761219024658203
0.002014636993408203,0.0005893707275390625,0.00020170211791992188,0.00022792816162109375
0.0015788078308105469,0.0005552768707275391,0.00019049644470214844,0.00021648406982421875
0.0035970211029052734,0.0007700920104980469,0.0005013942718505859,0.00028824806213378906
0.0018928050994873047,0.0008463859558105469,0.0001857280731201172,0.00018835067749023438
0.0015461444854736328,0.0005443096160888672,0.00020837783813476562,0.00019097328186035156
0.0016045570373535156,0.0006821155548095703,0.0002002716064453125,0.0002830028533935547
0.002618551254272461,0.0006341934204101562,0.0003352165222167969,0.00021123886108398438
0.00188446044921875,0.0007581710815429688,0.00023794174194335938,0.00021910667419433594
0.007073163986206055,0.0006055831909179688,0.0002033710479736328,0.0002562999725341797
0.0016062259674072266,0.0006008148193359375,0.0002148151397705078,0.00019097328186035156
0.002683877944946289,0.0006091594696044922,0.00022101402282714844,0.00020742416381835938
0.002355813980102539,0.0006232261657714844,0.00020074844360351562,0.00020194053649902344
0.0029168128967285156,0.0007615089416503906,0.0002484321594238281,0.00022792816162109375
0.0019533634185791016,0.0008509159088134766,0.0004622936248779297,0.0003216266632080078
0.0034246444702148438,0.0006093978881835938,0.00028204917907714844,0.0002276897430419922
0.002361297607421875,0.0006036758422851562,0.000217437744140625,0.0003235340118408203
0.0041904449462890625,0.0008091926574707031,0.0002570152282714844,0.0003769397735595703
0.003233194351196289,0.0010488033294677734,0.00021338462829589844,0.0003066062927246094
0.0017807483673095703,0.0006229877471923828,0.0003409385681152344,0.00038909912109375
0.007822751998901367,0.0005936622619628906,0.0001823902130126953,0.00018906593322753906
0.004936695098876953,0.0007658004760742188,0.0002155303955078125,0.0001964569091796875
0.006497859954833984,0.00058746337890625,0.00019049644470214844,0.00024199485778808594
0.0035762786865234375,0.0005919933319091797,0.00029015541076660156,0.0002601146697998047
0.00836801528930664,0.0008864402770996094,0.00020122528076171875,0.0002448558807373047
0.006106853485107422,0.0008938312530517578,0.0001914501190185547,0.00021266937255859375
0.0061872005462646484,0.0008547306060791016,0.00021004676818847656,0.0002694129943847656
0.004739999771118164,0.0011625289916992188,0.0003018379211425781,0.0016145706176757812
0.059052467346191406,0.0007164478302001953,0.0001780986785888672,0.00020837783813476562
0.0587763786315918,0.0007538795471191406,0.00017547607421875,0.0001938343048095703
0.05834484100341797,0.0006265640258789062,0.00016736984252929688,0.00019478797912597656
0.062364816665649414,0.0005877017974853516,0.0001685619354248047,0.00019025802612304688
0.07084250450134277,0.0006272792816162109,0.00017690658569335938,0.00020074844360351562
0.062216997146606445,0.0006015300750732422,0.00016951560974121094,0.0001957416534423828
0.05782198905944824,0.0005931854248046875,0.00017118453979492188,0.00019621849060058594
0.0673987865447998,0.0007069110870361328,0.0002770423889160156,0.0003650188446044922
0.06780004501342773,0.0006134510040283203,0.00016951560974121094,0.00019168853759765625
0.06224870681762695,0.0006461143493652344,0.000194549560546875,0.00019884109497070312
0.057338714599609375,0.0007283687591552734,0.00018739700317382812,0.00019359588623046875
0.05687117576599121,0.0006008148193359375,0.0001876354217529297,0.0002002716064453125
0.060163021087646484,0.0005998611450195312,0.00016999244689941406,0.0002086162567138672
0.06519770622253418,0.0006034374237060547,0.00019598007202148438,0.0002052783966064453
0.06559252738952637,0.0006039142608642578,0.0001761913299560547,0.00019812583923339844
0.06659221649169922,0.0006709098815917969,0.0001811981201171875,0.00021028518676757812
0.06108832359313965,0.0006072521209716797,0.00017118453979492188,0.0001926422119140625
0.008077383041381836,0.0006244182586669922,0.0002105236053466797,0.00022840499877929688
0.06270933151245117,0.0006086826324462891,0.0001747608184814453,0.0003647804260253906
0.06526541709899902,0.0006005764007568359,0.00032210350036621094,0.00020647048950195312
0.07248950004577637,0.0007205009460449219,0.00020241737365722656,0.00020599365234375
0.06247973442077637,0.0005917549133300781,0.00017118453979492188,0.00019621849060058594
0.0615842342376709,0.0005991458892822266,0.0001671314239501953,0.0001926422119140625
0.06581449508666992,0.0005981922149658203,0.0001647472381591797,0.0003523826599121094
0.06364989280700684,0.0007348060607910156,0.00016999244689941406,0.0002033710479736328
0.05633234977722168,0.0005877017974853516,0.0001659393310546875,0.00019240379333496094
0.05919909477233887,0.0006046295166015625,0.0001652240753173828,0.0002186298370361328
0.05700206756591797,0.0005877017974853516,0.0002720355987548828,0.0001914501190185547
0.05821967124938965,0.0006170272827148438,0.0001785755157470703,0.00021219253540039062
0.06935334205627441,0.0007808208465576172,0.0001761913299560547,0.00019478797912597656
0.06741166114807129,0.0006635189056396484,0.0001704692840576172,0.0001957416534423828
0.058333396911621094,0.0006277561187744141,0.0001666545867919922,0.00019550323486328125
0.059018850326538086,0.0006260871887207031,0.00016498565673828125,0.00019097328186035156
0.06389212608337402,0.0006899833679199219,0.0001780986785888672,0.000217437744140625
0.05788397789001465,0.0006241798400878906,0.00016355514526367188,0.00040149688720703125
0.06533455848693848,0.0006182193756103516,0.00016617774963378906,0.00019216537475585938
0.0666344165802002,0.0006213188171386719,0.00017833709716796875,0.00019669532775878906
0.0613253116607666,0.0008120536804199219,0.00019288063049316406,0.00019693374633789062
0.060285091400146484,0.0006690025329589844,0.00016927719116210938,0.0001964569091796875
0.062067270278930664,0.0006461143493652344,0.00017380714416503906,0.000194549560546875
0.06148028373718262,0.0006473064422607422,0.0001723766326904297,0.00019478797912597656
0.06211996078491211,0.0007581710815429688,0.00018525123596191406,0.00023436546325683594
0.06688809394836426,0.0007255077362060547,0.0003075599670410156,0.00019812583923339844
0.063018798828125,0.0005903244018554688,0.00017070770263671875,0.00019598007202148438
0.06393194198608398,0.0007433891296386719,0.00017642974853515625,0.00019598007202148438
